Player,Year,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,cluster,x_cor,y_cor,Pos
Kawhi Leonard,2016,33.1,7.7,15.1,0.506,1.8,4.0,0.44299999999999995,5.9,11.1,0.528,0.565,4.1,4.6,0.8740000000000001,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2,2,15.801710762771256,1.2402284189131203,SF
Meyers Leonard,2016,21.9,3.2,7.1,0.44799999999999995,1.4,3.7,0.377,1.8,3.4,0.527,0.547,0.6,0.8,0.7609999999999999,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4,0,-5.90055354737421,0.07322864677387415,PF
Jon Leuer,2016,18.7,3.3,7.0,0.48100000000000004,0.6,1.6,0.382,2.7,5.3,0.511,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,0,-7.083802387473814,3.260600141354099,PF
Damian Lillard,2016,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.49700000000000005,5.5,6.2,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1,2,21.94580323492482,-4.825427433847467,PG
Jeremy Lin,2016,26.3,3.8,9.3,0.41200000000000003,1.0,2.9,0.336,2.9,6.4,0.446,0.46399999999999997,3.1,3.7,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7,3,1.1203575131727477,-1.5477498183138474,SG
Shaun Livingston,2016,19.5,2.6,4.9,0.536,0.0,0.2,0.16699999999999998,2.6,4.7,0.5479999999999999,0.5379999999999999,1.0,1.2,0.86,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3,0,-9.5449096909152,0.513623840719529,PG
Brook Lopez,2016,33.7,8.1,15.8,0.511,0.0,0.2,0.14300000000000002,8.1,15.7,0.515,0.512,4.3,5.5,0.787,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,20.6,2,17.826079334073494,6.177343316727897,C
Robin Lopez,2016,27.1,4.4,8.1,0.539,0.0,0.0,0.0,4.4,8.1,0.54,0.539,1.6,2.0,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3,3,1.0911045224908296,4.1932410565882945,C
Kevin Love,2016,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7.0,0.467,0.499,3.4,4.1,0.8220000000000001,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0,1,9.671497683150763,1.8812526335621211,PF
Kyle Lowry,2016,37.0,6.6,15.6,0.42700000000000005,2.8,7.1,0.38799999999999996,3.9,8.5,0.461,0.516,5.2,6.4,0.8109999999999999,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2,2,17.759462095797836,-4.826837976240078,PG
Trey Lyles,2016,17.3,2.4,5.5,0.43799999999999994,0.6,1.6,0.38299999999999995,1.8,3.9,0.461,0.494,0.7,1.0,0.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,0,-11.014096825521051,1.4651754033399107,PF
Shelvin Mack,2016,20.3,3.5,8.0,0.439,0.8,2.4,0.312,2.8,5.6,0.493,0.486,0.9,1.2,0.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6,0,-5.849008746440344,-0.6038837139775095,PG
Shelvin Mack,2016,31.4,5.1,11.4,0.444,1.3,3.5,0.35700000000000004,3.8,7.9,0.48200000000000004,0.498,1.3,1.8,0.735,0.4,3.4,3.8,5.3,0.9,0.1,2.9,2.3,12.7,4,6.423502188288123,-2.9509548262655927,PG
Ian Mahinmi,2016,25.6,3.7,6.3,0.589,0.0,0.0,0.0,3.7,6.3,0.589,0.589,1.9,3.2,0.5870000000000001,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3,3,-1.502734945584504,4.082833968327469,C
Kevin Martin,2016,19.9,2.8,7.6,0.37200000000000005,0.9,2.5,0.36,1.9,5.1,0.37799999999999995,0.431,2.8,3.1,0.89,0.3,1.7,2.0,1.1,0.5,0.1,1.0,1.5,9.3,0,-6.229552197043151,-0.6277530165182182,SG
Kevin Martin,2016,21.4,3.2,8.6,0.377,1.0,2.6,0.369,2.3,5.9,0.381,0.434,3.2,3.6,0.88,0.3,1.8,2.1,1.2,0.4,0.0,1.1,1.7,10.6,3,-3.4812443848050627,-1.1615960791708553,SG
Kevin Martin,2016,16.3,1.9,5.3,0.353,0.7,2.1,0.33299999999999996,1.2,3.3,0.365,0.418,1.8,1.9,0.9329999999999999,0.3,1.6,1.8,0.8,0.6,0.1,0.8,0.9,6.2,0,-12.068757145567943,-0.3560491888405414,SG
Wesley Matthews,2016,33.9,4.2,10.9,0.38799999999999996,2.4,6.7,0.36,1.8,4.2,0.43200000000000005,0.498,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,12.5,4,5.7361323636594514,-6.873987778813016,SF
O.J. Mayo,2016,26.6,2.9,7.8,0.371,1.3,4.0,0.321,1.6,3.9,0.42100000000000004,0.452,0.8,1.0,0.775,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8,3,-3.0469225408057974,-4.044484682773571,SG
Luc Mbah a Moute,2016,17.0,1.3,2.8,0.45399999999999996,0.2,0.5,0.325,1.1,2.2,0.485,0.486,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1,0,-15.11060840592174,0.43070154201921035,PF
Ray McCallum,2016,21.9,2.8,7.9,0.354,1.0,2.6,0.385,1.8,5.3,0.34,0.418,0.3,0.5,0.6,0.2,1.4,1.6,2.7,0.7,0.3,1.3,1.5,6.9,0,-6.626267258675841,-2.1366742612767045,PG
CJ McCollum,2016,34.8,8.0,17.9,0.44799999999999995,2.5,5.9,0.41700000000000004,5.6,12.0,0.46299999999999997,0.517,2.3,2.8,0.8270000000000001,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8,2,17.21005852955743,-3.8313491271444584,SG
T.J. McConnell,2016,19.8,2.7,5.7,0.47,0.4,1.1,0.348,2.3,4.6,0.499,0.503,0.3,0.5,0.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1,0,-8.909417721654878,0.19928052224481474,PG
Doug McDermott,2016,23.0,3.6,8.0,0.452,1.4,3.2,0.425,2.2,4.8,0.47,0.537,0.9,1.0,0.857,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,9.4,3,-4.237515092077194,-2.2377248876221283,SF
Ben McLemore,2016,21.2,2.9,6.7,0.429,1.0,2.7,0.36200000000000004,1.9,4.0,0.474,0.502,1.1,1.5,0.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8,0,-7.1971050960286185,-1.4149623908138669,SG
Khris Middleton,2016,36.1,6.4,14.5,0.444,1.8,4.6,0.396,4.6,9.9,0.466,0.507,3.5,3.9,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2,2,14.538268385106178,-3.309809599411391,SG
C.J. Miles,2016,22.9,4.0,9.9,0.409,2.2,6.0,0.36700000000000005,1.8,3.9,0.474,0.521,1.5,1.9,0.75,0.4,2.3,2.7,1.0,0.8,0.5,1.1,2.2,11.8,3,-2.005467415206497,-3.8349624857949376,SF
Patty Mills,2016,20.5,3.2,7.6,0.425,1.5,4.0,0.384,1.7,3.6,0.469,0.525,0.6,0.7,0.81,0.3,1.6,2.0,2.8,0.7,0.1,0.9,1.3,8.5,0,-6.977751091702186,-2.792077283904626,PG
Paul Millsap,2016,32.7,6.2,13.2,0.47,0.9,2.9,0.319,5.3,10.3,0.512,0.505,3.8,5.0,0.757,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,17.1,1,12.482610303138244,3.8033647034973033,PF
Nikola Mirotić,2016,24.9,3.8,9.2,0.40700000000000003,2.0,5.2,0.39,1.7,4.0,0.43,0.518,2.2,2.7,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8,3,-0.34633287725837336,-1.3867823261142553,PF
Greg Monroe,2016,29.3,6.2,11.9,0.522,0.0,0.0,0.0,6.2,11.9,0.522,0.522,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3,1,8.883166658102756,6.688562417072652,C
E'Twaun Moore,2016,21.4,3.2,6.6,0.48100000000000004,0.8,1.8,0.452,2.4,4.8,0.491,0.541,0.4,0.6,0.629,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,7.5,0,-7.143643631507348,-0.7578926501675257,SG
Marcus Morris,2016,35.7,5.1,11.8,0.434,1.4,3.7,0.36200000000000004,3.8,8.1,0.467,0.491,2.5,3.4,0.7490000000000001,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1,4,10.136852184613732,-2.348419244522434,SF
Markieff Morris,2016,25.5,4.8,11.2,0.425,0.7,2.4,0.303,4.0,8.8,0.45799999999999996,0.45799999999999996,1.7,2.3,0.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,12.0,3,2.580453641431298,1.7395171974209644,PF
Markieff Morris,2016,24.8,4.6,11.6,0.397,0.6,2.1,0.289,4.0,9.6,0.42,0.42200000000000004,1.8,2.5,0.7170000000000001,1.2,4.1,5.2,2.4,0.9,0.5,2.4,2.8,11.6,3,2.338896473997223,1.9869841570006246,PF
Markieff Morris,2016,26.4,5.0,10.6,0.467,0.9,2.9,0.316,4.0,7.7,0.524,0.51,1.6,2.0,0.764,1.1,4.7,5.9,1.4,0.9,0.6,1.7,3.0,12.4,3,2.7863181820532663,1.3287254725723616,PF
Timofey Mozgov,2016,17.4,2.7,4.7,0.565,0.0,0.1,0.14300000000000002,2.7,4.6,0.574,0.5670000000000001,0.9,1.3,0.716,1.4,3.0,4.4,0.4,0.3,0.8,0.9,2.1,6.3,0,-10.736449174229417,3.452228327695501,C
Emmanuel Mudiay,2016,30.4,4.8,13.3,0.364,1.1,3.4,0.319,3.8,9.9,0.379,0.40399999999999997,2.1,3.1,0.67,0.5,2.9,3.4,5.5,1.0,0.5,3.2,2.1,12.8,4,7.373376048620563,-2.3360292122827864,PG
Shabazz Muhammad,2016,20.5,3.9,8.3,0.465,0.5,1.9,0.289,3.3,6.5,0.516,0.498,2.3,3.0,0.764,1.2,2.0,3.3,0.6,0.3,0.1,0.9,1.1,10.5,3,-3.8889905259843176,0.8147766477973375,SF
Xavier Munford,2016,17.4,2.3,5.5,0.41600000000000004,0.6,1.6,0.391,1.6,3.9,0.426,0.474,0.5,1.0,0.5,0.2,2.0,2.2,1.6,0.9,0.2,1.1,1.8,5.7,0,-11.377096170065908,-0.008128466187518914,SG
Larry Nance Jr.,2016,20.1,2.5,4.8,0.527,0.0,0.2,0.1,2.5,4.6,0.541,0.528,0.5,0.7,0.6809999999999999,1.6,3.3,5.0,0.7,0.9,0.4,0.7,2.0,5.5,0,-9.561527869835292,2.973571768469319,PF
Gary Neal,2016,20.2,3.8,8.1,0.465,1.0,2.5,0.41,2.8,5.6,0.489,0.528,1.2,1.4,0.855,0.3,1.8,2.1,1.2,0.5,0.0,0.7,1.4,9.8,0,-5.531129079212768,-0.5986673908375998,SG
Jameer Nelson,2016,26.6,2.9,7.9,0.368,1.1,3.7,0.299,1.8,4.2,0.429,0.43799999999999994,0.8,0.9,0.857,0.5,2.5,2.9,4.9,0.6,0.1,1.7,2.6,7.7,3,-2.7378875672355165,-3.798231996857227,PG
Raul Neto,2016,18.5,2.2,5.2,0.431,0.8,2.0,0.395,1.4,3.2,0.45299999999999996,0.507,0.6,0.9,0.743,0.2,1.3,1.5,2.1,0.8,0.0,1.3,1.5,5.9,0,-11.061751184222615,-1.4906436633816613,PG
Joakim Noah,2016,21.9,1.8,4.6,0.38299999999999995,0.0,0.0,0.0,1.8,4.6,0.386,0.38299999999999995,0.8,1.6,0.489,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,4.3,0,-8.159487940391003,5.394318500217542,C
Nerlens Noel,2016,29.3,4.6,8.8,0.521,0.0,0.0,0.5,4.6,8.7,0.521,0.522,2.0,3.4,0.59,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1,1,3.775564108161177,5.065693697906395,C
Dirk Nowitzki,2016,31.5,6.6,14.8,0.44799999999999995,1.7,4.6,0.368,5.0,10.3,0.483,0.504,3.3,3.7,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3,1,12.261465222137364,0.948740762203899,PF
Jusuf Nurkić,2016,17.1,3.2,7.6,0.41700000000000004,0.0,0.1,0.0,3.2,7.5,0.423,0.41700000000000004,1.9,3.1,0.616,2.0,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2,0,-7.0517010159106555,5.351831284593576,C
Jahlil Okafor,2016,30.0,7.5,14.7,0.508,0.0,0.1,0.16699999999999998,7.5,14.6,0.511,0.509,2.5,3.7,0.6859999999999999,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,17.5,1,12.27653313394235,6.0472688219121675,C
Victor Oladipo,2016,33.0,5.9,13.5,0.43799999999999994,1.4,3.9,0.348,4.5,9.6,0.475,0.489,2.8,3.4,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16.0,4,11.098838508992708,-1.6631458534774077,SG
Kelly Olynyk,2016,20.2,3.7,8.1,0.455,1.2,3.0,0.405,2.4,5.0,0.486,0.531,1.4,1.9,0.75,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,10.0,0,-5.098064394214932,0.5907948837121597,C
Zaza Pachulia,2016,26.4,2.9,6.2,0.466,0.0,0.0,0.0,2.9,6.1,0.469,0.466,2.8,3.6,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6,3,-1.201826135741212,5.453808917186087,C
Jabari Parker,2016,31.7,5.8,11.8,0.493,0.1,0.5,0.257,5.7,11.4,0.502,0.498,2.3,3.0,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2.0,14.1,1,8.442129847525877,2.4716130813351254,PF
Tony Parker,2016,27.5,4.9,9.9,0.493,0.4,0.9,0.415,4.5,9.0,0.501,0.512,1.8,2.4,0.76,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,11.9,4,3.063345455750721,-1.1300139984996225,PG
Chandler Parsons,2016,29.5,5.2,10.7,0.49200000000000005,1.7,4.1,0.414,3.5,6.6,0.54,0.5710000000000001,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7,4,5.0892279413540855,-2.011245510655024,SF
Patrick Patterson,2016,25.6,2.6,6.2,0.414,1.3,3.7,0.36200000000000004,1.2,2.5,0.49,0.521,0.4,0.4,0.853,1.0,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9,3,-5.36769804963,-2.432522684277587,PF
Chris Paul,2016,32.7,7.0,15.1,0.462,1.6,4.4,0.371,5.3,10.6,0.501,0.517,4.0,4.4,0.8959999999999999,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5,2,14.666595973575923,-2.601526956542583,PG
Elfrid Payton,2016,29.4,4.4,10.0,0.436,0.4,1.3,0.326,3.9,8.7,0.451,0.456,1.5,2.6,0.589,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,10.7,4,3.7274073816053686,-1.212587374105451,PG
Paul Pierce,2016,18.1,2.1,5.8,0.363,1.1,3.6,0.31,1.0,2.3,0.445,0.457,0.8,1.0,0.818,0.2,2.6,2.7,1.0,0.5,0.3,0.9,1.9,6.1,0,-11.011848277538563,-1.263986877951419,SF
Mason Plumlee,2016,25.4,3.3,6.3,0.516,0.0,0.0,0.0,3.3,6.3,0.52,0.516,2.6,4.1,0.642,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,9.1,3,-1.4120395117701827,4.397343316293638,C
Otto Porter,2016,30.3,4.5,9.6,0.473,1.3,3.6,0.36700000000000005,3.2,6.0,0.536,0.541,1.3,1.7,0.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6,4,3.4640638963499875,-1.581831124868717,SF
Bobby Portis,2016,17.8,3.0,7.0,0.42700000000000005,0.3,0.8,0.308,2.7,6.2,0.44299999999999995,0.445,0.8,1.1,0.727,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0,0,-8.478562644031438,3.9622807938203546,PF
Kristaps Porziņģis,2016,28.4,5.2,12.3,0.42100000000000004,1.1,3.4,0.33299999999999996,4.1,8.9,0.45399999999999996,0.467,2.8,3.3,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3,1,6.458476547946579,2.669431446260656,PF
Ronnie Price,2016,19.5,1.9,4.9,0.384,1.1,3.2,0.34700000000000003,0.8,1.7,0.45299999999999996,0.49700000000000005,0.5,0.7,0.7559999999999999,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3,0,-11.365374609783064,-2.881650165528458,PG
Tayshaun Prince,2016,19.0,1.3,3.0,0.445,0.1,0.3,0.174,1.3,2.7,0.47600000000000003,0.45399999999999996,0.2,0.2,0.684,0.4,1.5,1.9,0.9,0.5,0.2,0.4,0.8,2.9,0,-13.912836368652318,-0.2495440892812436,SF
Julius Randle,2016,28.2,4.4,10.3,0.429,0.1,0.4,0.278,4.3,9.9,0.436,0.435,2.4,3.3,0.715,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3.0,11.3,1,4.545594534952839,7.1300832195433905,PF
Zach Randolph,2016,29.6,6.3,13.3,0.475,0.1,0.4,0.231,6.3,13.0,0.48200000000000004,0.479,2.5,3.2,0.7959999999999999,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,15.3,1,9.60500354109287,5.6245580358068485,PF
J.J. Redick,2016,28.0,5.6,11.7,0.48,2.7,5.6,0.475,3.0,6.1,0.484,0.593,2.4,2.7,0.888,0.1,1.7,1.9,1.4,0.6,0.1,1.0,1.8,16.3,4,5.313643248194448,-5.039735181138445,SG
Josh Richardson,2016,21.3,2.4,5.2,0.452,1.0,2.2,0.461,1.3,3.0,0.446,0.55,0.8,1.2,0.667,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6,0,-8.971313393471227,-1.6416948452900695,SG
Austin Rivers,2016,21.9,3.4,7.7,0.43799999999999994,0.9,2.8,0.335,2.4,4.9,0.495,0.498,1.2,1.7,0.6809999999999999,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2.0,8.9,0,-5.402638399710262,-1.5601670731706114,SG
Andre Roberson,2016,22.2,1.9,3.9,0.496,0.5,1.5,0.311,1.5,2.4,0.608,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8,0,-10.085710930326343,-0.18677916979043088,SG
Rajon Rondo,2016,35.2,4.9,10.9,0.45399999999999996,0.9,2.4,0.365,4.1,8.5,0.479,0.494,1.2,2.1,0.58,1.1,5.0,6.0,11.7,2.0,0.1,3.9,2.4,11.9,4,9.382903980490491,-2.168865227426858,PG
Derrick Rose,2016,31.8,6.8,15.9,0.42700000000000005,0.7,2.3,0.293,6.1,13.6,0.449,0.44799999999999995,2.2,2.7,0.7929999999999999,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4,2,12.420559145031069,-0.28626964084898504,PG
Terrence Ross,2016,23.9,3.7,8.6,0.431,1.8,4.6,0.386,1.9,3.9,0.484,0.536,0.7,0.8,0.79,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,9.9,3,-3.39694151891825,-3.549450267835176,SF
Ricky Rubio,2016,30.6,2.9,7.7,0.374,0.8,2.5,0.326,2.1,5.2,0.396,0.42700000000000005,3.5,4.1,0.847,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,10.1,4,2.6425323066113777,-2.9361661610387424,PG
D'Angelo Russell,2016,28.2,4.9,12.0,0.41,1.6,4.6,0.35100000000000003,3.3,7.3,0.447,0.478,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2,4,4.614260402313554,-3.0781471728263456,PG
JaKarr Sampson,2016,18.0,2.1,4.4,0.47,0.3,1.1,0.276,1.8,3.3,0.535,0.504,0.7,1.0,0.72,0.6,1.7,2.3,0.6,0.5,0.7,0.7,2.0,5.2,0,-12.054116643842324,0.35645117111978036,SF
Dennis Schröder,2016,20.3,4.1,9.8,0.42100000000000004,1.0,3.0,0.322,3.2,6.8,0.465,0.47100000000000003,1.8,2.3,0.7909999999999999,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,11.0,3,-2.6799884138021204,-1.0254146811832665,PG
Luis Scola,2016,21.5,3.5,7.9,0.45,0.9,2.1,0.40399999999999997,2.7,5.8,0.467,0.504,0.8,1.1,0.726,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,8.7,3,-4.764781135815119,1.1118393908890025,PF
Thabo Sefolosha,2016,23.4,2.5,5.0,0.505,0.6,1.7,0.33899999999999997,1.9,3.3,0.589,0.562,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4,0,-7.243696724805261,0.45186839095831405,SF
Ramon Sessions,2016,20.3,3.4,7.2,0.473,0.4,1.4,0.324,3.0,5.9,0.507,0.503,2.6,3.5,0.7559999999999999,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9,0,-5.074153626427597,0.5822221536857789,PG
Iman Shumpert,2016,24.4,2.1,5.6,0.374,0.8,2.7,0.295,1.3,2.9,0.447,0.444,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1.0,0.4,1.1,2.2,5.8,0,-7.079151305087342,-1.2886928624645173,SG
Henry Sims,2016,18.8,2.4,5.5,0.429,0.0,0.0,0.0,2.4,5.5,0.429,0.429,1.8,2.1,0.833,1.5,3.6,5.1,0.6,0.6,1.0,0.9,2.6,6.5,0,-8.930677264455383,4.042781414784149,C
Donald Sloan,2016,21.6,2.5,5.7,0.44,0.6,1.6,0.384,1.9,4.1,0.462,0.494,1.3,1.7,0.75,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,7.0,0,-7.399302800245382,-0.7616471757457461,PG
Marcus Smart,2016,27.3,3.0,8.7,0.348,1.0,4.0,0.253,2.0,4.7,0.42700000000000005,0.405,2.1,2.7,0.777,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,9.1,3,-0.6626840582812914,-2.3769437200448826,PG
Ish Smith,2016,29.1,5.2,12.6,0.41100000000000003,0.7,2.2,0.32899999999999996,4.4,10.4,0.428,0.44,1.6,2.3,0.693,0.6,3.4,4.0,6.5,1.1,0.3,2.3,1.7,12.6,4,6.434518122662216,-0.8354317345804828,PG
Ish Smith,2016,22.9,3.6,8.4,0.43,0.4,1.2,0.303,3.3,7.2,0.451,0.452,1.2,1.6,0.767,0.5,2.9,3.4,5.7,0.9,0.2,1.7,1.4,8.9,3,-2.7724526701519476,-0.04741066904444091,PG
Ish Smith,2016,32.4,6.0,14.8,0.405,0.9,2.7,0.336,5.1,12.0,0.42,0.436,1.8,2.7,0.669,0.6,3.7,4.3,7.0,1.3,0.4,2.6,1.9,14.7,4,11.329571981467366,-1.1852539438717502,PG
J.R. Smith,2016,30.7,4.6,11.0,0.415,2.6,6.6,0.4,1.9,4.4,0.43799999999999994,0.535,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4,4,3.629552155081599,-6.336797769503051,SG
Josh Smith,2016,18.3,2.5,7.3,0.34299999999999997,1.0,3.7,0.271,1.5,3.7,0.41700000000000004,0.41100000000000003,0.5,1.1,0.48,0.8,2.1,2.9,2.1,0.7,0.6,1.6,2.4,6.6,0,-9.334910973444362,-0.9782097535035001,PF
Tony Snell,2016,20.3,2.0,5.3,0.37200000000000005,0.9,2.4,0.361,1.1,2.9,0.38,0.45399999999999996,0.5,0.5,0.909,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3,0,-10.28263846834892,-0.7224811821664489,SF
Tiago Splitter,2016,16.1,2.3,4.3,0.523,0.0,0.1,0.0,2.3,4.3,0.529,0.523,1.1,1.3,0.813,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2.0,5.6,0,-12.413507662546648,2.579870353830163,C
Nik Stauskas,2016,24.8,2.9,7.5,0.385,1.5,4.5,0.326,1.4,3.0,0.473,0.483,1.2,1.6,0.7709999999999999,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5,3,-4.198862897568035,-4.035372433297592,SG
Lance Stephenson,2016,19.9,3.3,6.9,0.48100000000000004,0.4,1.1,0.385,2.9,5.7,0.5,0.513,1.3,1.6,0.784,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2.0,8.3,0,-6.724493676477099,1.3014329862067202,SF
Lance Stephenson,2016,26.6,5.6,11.8,0.474,0.4,1.2,0.355,5.2,10.7,0.48700000000000004,0.49200000000000005,2.5,3.1,0.815,0.8,3.6,4.4,2.8,0.7,0.2,1.8,2.2,14.2,4,5.525077140396128,1.7170463300786036,SF
Rodney Stuckey,2016,22.0,3.2,7.6,0.413,0.3,1.4,0.24100000000000002,2.8,6.2,0.45299999999999996,0.436,2.3,2.7,0.8290000000000001,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9,3,-4.292827347501613,-0.14192030299201042,PG
Jared Sullinger,2016,23.6,4.3,10.0,0.435,0.4,1.3,0.282,4.0,8.7,0.45799999999999996,0.45299999999999996,1.3,2.0,0.64,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,10.3,3,0.29890939124696403,5.020327993064773,PF
Jeff Teague,2016,28.5,5.5,12.5,0.439,1.4,3.5,0.4,4.1,9.0,0.45399999999999996,0.495,3.3,3.9,0.8370000000000001,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7,4,7.46400623972804,-2.7051514402594385,PG
Mirza Teletović,2016,21.3,4.2,9.8,0.42700000000000005,2.3,5.8,0.39299999999999996,1.9,4.0,0.47600000000000003,0.544,1.5,2.0,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2,3,-2.5006770241998617,-2.4013404608415585,PF
Garrett Temple,2016,24.4,2.5,6.3,0.39799999999999996,1.1,3.2,0.345,1.4,3.1,0.45299999999999996,0.486,1.1,1.6,0.728,0.5,2.2,2.7,1.8,0.9,0.2,0.8,2.4,7.3,3,-5.6716932553619,-2.9386399559707788,SF
Jason Terry,2016,17.5,2.1,5.2,0.402,1.3,3.6,0.35600000000000004,0.8,1.6,0.504,0.525,0.4,0.5,0.818,0.2,0.9,1.1,1.4,0.7,0.1,0.7,1.3,5.9,0,-12.388277408701317,-3.012433988673792,SG
Isaiah Thomas,2016,32.2,7.2,16.9,0.428,2.0,5.7,0.359,5.2,11.2,0.462,0.488,5.8,6.6,0.871,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,22.2,2,16.58046602400247,-3.2688311750658134,PG
Lance Thomas,2016,22.3,2.9,6.5,0.442,0.7,1.8,0.40399999999999997,2.1,4.6,0.45799999999999996,0.5,1.7,2.0,0.857,0.6,1.6,2.2,0.9,0.4,0.1,1.0,1.8,8.2,0,-6.231864058684402,-0.8496887685944671,PF
Hollis Thompson,2016,28.0,3.5,8.8,0.397,1.9,5.1,0.38,1.6,3.7,0.42,0.507,0.9,1.2,0.7190000000000001,0.7,2.8,3.5,1.3,0.5,0.3,1.0,2.4,9.8,3,-0.6869569225540001,-4.0978449280179285,SG
Klay Thompson,2016,33.3,8.1,17.3,0.47,3.5,8.1,0.425,4.7,9.2,0.51,0.569,2.4,2.8,0.873,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,22.1,2,15.83978039343868,-4.807914584455393,SG
